,Open,High,Low,Close,Volume
2023-01-01 09:45:00,43725.22821931094,44028.33024646651,43711.98842120653,43978.49734237467,328.79365222231775
2023-01-01 10:00:00,44085.06145638408,44175.17186810244,43885.88470618781,44154.22280296257,732.395759666266
2023-01-01 10:15:00,43970.737581613415,44354.303307214584,43884.44794555042,44342.02326298384,739.9180072244754
2023-01-01 10:30:00,44212.47320983167,44281.04477897556,44138.48149736614,44154.97424815598,600.963182170753
2023-01-01 10:45:00,44090.48913324217,44161.280513290665,43850.3115335427,43898.806699665874,901.1890601046823
2023-01-01 11:00:00,43761.10004384526,43858.4459813522,43705.05053162933,43706.771571268066,787.5161911464647
2023-01-01 11:15:00,43912.18479681829,43966.924333404124,43749.77288293572,43771.05817407335,960.0171985634283
2023-01-01 11:30:00,43880.07225532334,43918.76540809221,43670.98239861944,43752.25483065307,702.9365615754737
2023-01-01 11:45:00,43926.01377205083,43952.453159049204,43648.58020222361,43742.77947084659,865.5056988423657
2023-01-01 12:00:00,43779.070597091355,43892.62437197418,43713.05194127275,43723.28936410463,686.3549479160729
2023-01-01 12:15:00,43552.27140881295,43677.771534923275,43524.32455054614,43663.6911470111,820.0218726556295
2023-01-01 12:30:00,43698.68665892457,43765.925169588474,43602.500527333694,43659.23122779545,945.9620029899337
2023-01-01 12:45:00,43691.83424296043,43784.3311404105,43620.220595043495,43640.899100558956,652.3926836874679
2023-01-01 13:00:00,43887.35337706977,43966.899044916,43789.58462406523,43797.05088345382,670.4932337316443
2023-01-01 13:15:00,43885.50607141315,43934.3485692121,43700.605919228634,43864.89211658119,1286.1990180951202
2023-01-01 13:30:00,44019.55037142674,44084.49231305021,43882.706972777814,44042.484103986906,640.5575677976773
2023-01-01 13:45:00,44099.22592043119,44477.76876400349,44090.68969124727,44463.97076166797,894.1964401346347
2023-01-01 14:00:00,44433.46117016042,44451.862873466845,44179.71646551892,44219.11585808581,778.9492533278392
2023-01-01 14:15:00,44113.103585351404,44231.621402473866,44070.581677434726,44152.45054041087,923.4806559997664
2023-01-01 14:30:00,44191.30789343511,44354.01943601161,44182.59421399772,44307.12362226025,718.6436482031063
2023-01-01 14:45:00,44502.5447205787,44838.53138240679,44457.486259922334,44834.55277908354,766.5245052781843
2023-01-01 15:00:00,44920.94905389906,44930.160536659714,44636.93055663928,44665.969860811594,787.1040776608246
2023-01-01 15:15:00,44732.85345437841,44851.38537193752,44663.640673566944,44803.0953621858,833.4111648135644
2023-01-01 15:30:00,44868.943048222136,44905.69403601794,44726.53896129882,44749.661283033216,1080.924293600447
2023-01-01 15:45:00,44548.53206549666,44736.96704202531,44481.2318446138,44607.61562333295,1038.346290661008
2023-01-01 16:00:00,44638.496638450684,44674.06325651292,44431.22744515364,44499.23463571858,781.3961870544096
2023-01-01 16:15:00,44552.89858291968,44605.58540812376,44397.46934234363,44459.70608869428,590.3705353054017
2023-01-01 16:30:00,44469.69290154044,44515.27795622254,44185.95431549442,44369.22054311777,980.0570377060666
2023-01-01 16:45:00,44446.083721127725,44792.76633460598,44426.48410578944,44735.92351369264,652.137256033074
2023-01-01 17:00:00,44553.26637545206,44561.183941742354,44390.04712253637,44501.0153136307,998.4805812566027
2023-01-01 17:15:00,44571.8323538048,45213.2663029188,44528.70082815777,45161.15462536466,700.7790617315421
2023-01-01 17:30:00,45240.75890697863,45536.44877780302,45207.337349304675,45529.33921810504,558.0693215478101
2023-01-01 17:45:00,45620.58792479916,45707.63238711043,45538.408740908344,45685.78045049709,634.4103190852524
2023-01-01 18:00:00,45582.143370285696,45586.05323675008,45383.38148130078,45487.98808344305,377.241744194581
2023-01-01 18:15:00,45501.43535247746,45941.8174583215,45454.156980943786,45565.28983722996,457.55787515060194
2023-01-01 18:30:00,45661.37703515632,45668.50231715221,45361.92502450996,45380.67812250235,836.1383902632297
2023-01-01 18:45:00,45531.199106005326,45561.48405190345,45342.67228401274,45397.28423236958,1062.945084031628
2023-01-01 19:00:00,45302.13555917597,45445.69038618405,45174.187909515604,45299.56335088142,844.8059690693242
2023-01-01 19:15:00,45331.2447678238,45372.58736918924,45228.89624148723,45253.34569011842,756.5399376378589
2023-01-01 19:30:00,45546.670286446504,45692.213097682004,45346.51961363113,45360.59251389532,603.0109618460307
2023-01-01 19:45:00,45388.23357810515,45479.93074224757,45297.747892053616,45418.50274360024,1307.8023425418346
2023-01-01 20:00:00,45312.788352738826,45412.639622553565,45256.27429276514,45370.348829185874,520.1846576311955
2023-01-01 20:15:00,45490.456192107864,45532.63961388824,45213.77979397951,45285.703323864655,1166.868519838706
2023-01-01 20:30:00,45223.44291166196,45381.15773465719,45134.76083938076,45378.38582274269,1102.2978968753014
2023-01-01 20:45:00,45435.78699102725,45493.27228167856,45204.08524006699,45393.09866828418,913.0070674769868
2023-01-01 21:00:00,45684.362060139116,45871.6092264437,45618.45991571604,45621.550497239936,591.1046875007296
2023-01-01 21:15:00,45557.55704714155,45740.13966509474,45534.15759865895,45638.18218967199,919.6879682751695
2023-01-01 21:30:00,45701.22943454464,45824.16374743732,45665.116347119125,45684.622892608604,780.7892672085853
2023-01-01 21:45:00,45678.74894342055,45754.98332780031,45059.27298628578,45100.103366311014,791.5620063352043
2023-01-01 22:00:00,45068.185822274725,45179.084351854406,44832.2318932685,45123.87263610922,938.6830568802993
2023-01-01 22:15:00,44932.52827756885,44996.391820697376,44864.90580696908,44895.30287269843,834.9283811768406
2023-01-01 22:30:00,45091.666840346916,45117.30947759602,44850.19893969869,45058.607213518786,790.1264959853362
2023-01-01 22:45:00,45062.243406310685,45099.309240466435,44813.35681994911,44996.34559966912,694.588751510432
2023-01-01 23:00:00,45025.46629352007,45056.43812533033,44915.7400596674,44958.30187270771,950.403836449712
2023-01-01 23:15:00,44908.580652791235,45018.8131271586,44853.30500422423,45017.60698237877,564.1522224468254
2023-01-01 23:30:00,45234.05390781791,45375.437989688726,45052.63927844493,45358.99161743376,856.0540887560479
2023-01-01 23:45:00,45095.62536460953,45170.60736372927,45036.59510015206,45159.15881595656,1184.054717668303
2023-01-02 00:00:00,45199.48484304047,45226.569593677414,45087.06098259318,45091.393843303944,1145.769221190728
2023-01-02 00:15:00,45026.958115066656,45099.19366720255,44886.40452951842,45066.412853206195,1128.8774035346312
2023-01-02 00:30:00,45116.93439570533,45186.12581475906,44998.22487418618,45149.170186882744,733.1573259924718
2023-01-02 00:45:00,45193.05060049131,45448.748220126785,45135.299952257774,45393.35966687367,613.4615385833282
2023-01-02 01:00:00,45282.736728778524,45343.36247638662,45164.60551107006,45312.514687437535,724.9875662709023
2023-01-02 01:15:00,45397.75254802359,45420.56088849002,45347.83880446077,45415.424633799485,782.3470896473975
2023-01-02 01:30:00,45591.77248637697,45673.76683992154,45489.42484548864,45590.11572611236,987.5102376248311
2023-01-02 01:45:00,45564.74127262838,45698.19370703611,45491.03807347512,45689.64648368717,596.2295437092605
2023-01-02 02:00:00,45805.06990957272,46172.27895455779,45801.16659148905,46101.28414440105,593.7051656891052
2023-01-02 02:15:00,46106.49412082197,46210.99785515399,46087.15900368752,46162.43110093872,440.02606611535737
2023-01-02 02:30:00,46209.63214322974,46251.87055844718,46138.19288389198,46209.65259790729,1019.5973396265754
2023-01-02 02:45:00,46294.46907869711,46535.2151614394,46166.323508979876,46475.35476754388,928.5432735912268
2023-01-02 03:00:00,46337.41349115972,46358.197064062144,46153.55370348345,46333.66504394273,1025.1525413532165
2023-01-02 03:15:00,46446.02362946453,46649.54579418118,46428.254407144304,46625.3571058305,1017.5542205109989
2023-01-02 03:30:00,46625.97534321365,46668.24665704984,46419.737925418725,46515.70107415838,874.3991266017752
2023-01-02 03:45:00,46423.5309039574,46594.30670324427,46359.63859681483,46543.443960291916,550.2497724459633
2023-01-02 04:00:00,46430.506684935055,46512.68563281854,46317.02867482105,46447.8465605249,657.7418222858994
2023-01-02 04:15:00,46371.61757825981,46439.515904004635,46228.01920349128,46295.68465204047,702.828065910725
2023-01-02 04:30:00,46332.022121652095,46363.40498723288,46172.558842778046,46200.812636548,1069.6149813127108
2023-01-02 04:45:00,46235.285364214375,46263.92437186814,45778.89502957881,45844.656058390894,493.18924143426983
2023-01-02 05:00:00,45748.137806532446,45807.40922122646,45699.94680038723,45766.06197723481,588.5553939095703
2023-01-02 05:15:00,45970.91401252391,46131.832346996365,45950.59802425723,46071.683905590944,762.9952599466473
2023-01-02 05:30:00,46071.359163627494,46127.160506506734,45925.79479498192,45934.84460704057,1198.6248622790054
2023-01-02 05:45:00,45897.36288010109,45953.68227362328,45830.76414945009,45832.3716179867,1012.0796303776785
2023-01-02 06:00:00,45906.071883885226,46163.0866004788,45865.96925048011,46106.71135255229,611.1555435378107
2023-01-02 06:15:00,46164.581507373165,46355.42289394486,46147.96063181759,46209.09913507027,1011.6061986543627
2023-01-02 06:30:00,46242.47492514922,46332.58458773952,46239.70115619127,46262.39782995161,924.6541701988579
2023-01-02 06:45:00,46157.42709140161,46248.690404101,46118.70279530432,46234.40457694311,1090.8150257025688
2023-01-02 07:00:00,46437.994579158076,46940.50398276446,46426.22768071502,46877.131694137985,1220.9693457631788
2023-01-02 07:15:00,46771.56239244065,46980.8372261299,46696.37008622738,46924.43936815188,1209.0456809256414
2023-01-02 07:30:00,47235.0514150242,47256.829309448396,46999.96989147177,47006.51896053761,747.9631695291239
2023-01-02 07:45:00,46924.34320122702,46950.52504396023,46456.250989782784,46556.48932210683,685.0095720232111
2023-01-02 08:00:00,46452.78949161787,46551.11326798794,46393.72139701398,46526.04499208523,1001.5245716078664
2023-01-02 08:15:00,46790.24372096943,46931.319403269496,46784.52461987198,46847.125887933726,1068.0152237294076
2023-01-02 08:30:00,46723.20380860345,46837.937692898195,46546.83128849127,46611.49288544086,863.0889834455658
2023-01-02 08:45:00,46869.92454178892,47045.17437830143,46856.66782593032,46974.25334566229,647.7045563728466
2023-01-02 09:00:00,46735.18241217543,46945.42530632475,46729.04253055481,46913.56080474001,658.7450482879542
2023-01-02 09:15:00,47090.11759523085,47128.76132655666,46773.881519739356,46785.296969283554,1154.7638987443543
2023-01-02 09:30:00,46788.372218277626,46814.027136188655,46681.90935984188,46736.46038385084,1053.8997107918597
2023-01-02 09:45:00,46826.12661043476,46949.54587647765,46572.498940362624,46660.88607484358,738.3337668093324
2023-01-02 10:00:00,46680.05842144715,46888.36196880021,46660.48693783096,46856.58570426114,1259.3183566494388
2023-01-02 10:15:00,46700.83786785789,46703.21799992008,46419.48331490525,46668.754909166004,1000.1289353624095
2023-01-02 10:30:00,46717.61439044533,46850.888410474945,46607.28484144074,46834.29957762142,507.7824697879106
2023-01-02 10:45:00,46852.89391402831,47081.79917636117,46835.77186970692,47032.87242508778,1054.6142841563633
2023-01-02 11:00:00,47325.99275146275,47651.7193464208,47259.75763430959,47544.42233982329,1005.6554636924435
2023-01-02 11:15:00,47685.37789981612,48013.38845824417,47660.904590988015,47978.65616651271,923.8500150368142
2023-01-02 11:30:00,47842.16790649451,48108.89012495229,47831.401689358914,48097.655953569374,548.2880844221372
2023-01-02 11:45:00,47846.28709617725,47877.004885190516,47375.31347378583,47389.53512413137,351.60737026141953
2023-01-02 12:00:00,47353.603406956805,47740.19742737203,47243.291600988494,47674.17477465385,742.1167690814303
2023-01-02 12:15:00,47687.15570592745,48039.67377027992,47669.08998706544,47726.514449959795,818.7398381291541
2023-01-02 12:30:00,47485.01125586521,47590.43255170958,47400.91618901223,47536.552105442745,651.7965467200039
2023-01-02 12:45:00,47534.26634625896,47585.06797509633,47149.5965862265,47231.55154165845,532.7322941496566
2023-01-02 13:00:00,47049.076763892685,47303.2597938229,46985.16286914675,47200.159810331665,986.2305853999139
2023-01-02 13:15:00,47069.43238997072,47092.204698246824,46829.96013171023,46852.22691096866,674.3485755540754
2023-01-02 13:30:00,46845.75955645015,47019.07512406305,46804.28498502623,46845.74892981605,497.58738584848834
2023-01-02 13:45:00,46918.92852680723,47003.707045198134,46566.92860667296,46737.54916964288,816.4178099898501
2023-01-02 14:00:00,46724.8790369683,46785.93416772291,46473.32622630758,46507.059226224665,656.7646115096162
2023-01-02 14:15:00,46342.255244896725,46648.613944053526,46289.905028743255,46624.9843438929,366.1838797212369
2023-01-02 14:30:00,46529.44152054457,46649.7868479159,46509.64149200292,46548.27463805019,802.9010155176672
2023-01-02 14:45:00,46519.7447909649,46751.006785475096,46475.2790377341,46716.03106766033,1084.894969555231
2023-01-02 15:00:00,46644.01814493411,46678.78467120336,46476.42614248349,46529.67921893289,837.3544639193839
2023-01-02 15:15:00,46210.68274274658,46214.71476687751,45986.86988083827,46193.880085043296,643.1286812507573
2023-01-02 15:30:00,46424.15210295128,46525.33416954794,46349.33138327331,46474.351566797835,768.7918523215621
2023-01-02 15:45:00,46520.0707316986,47112.72322149231,46488.67822795591,47112.132731042155,1130.2197227529757
2023-01-02 16:00:00,47096.40892603328,47157.04824350351,46694.79350185842,46739.77010439526,690.0430884714544
2023-01-02 16:15:00,46770.63662359561,46824.82654314852,46429.11805190842,46470.06717815936,612.317424139455
2023-01-02 16:30:00,46382.25182541929,46477.21094601601,46149.12269525816,46470.39905528015,873.5554785000652
2023-01-02 16:45:00,46595.63302921823,46869.815420571096,46546.410304305144,46806.06038025437,722.6948025444277
2023-01-02 17:00:00,46819.264600311195,46945.02279643304,46599.980793923656,46916.35908507582,1106.6391713459232
2023-01-02 17:15:00,46994.55599440226,47046.95974313102,46767.47170098346,46826.26100398072,567.0363152167834
2023-01-02 17:30:00,46705.59653041238,46708.72522566237,46493.96211554769,46645.74522309865,669.8512407056664
2023-01-02 17:45:00,46915.27599676815,47000.085833801066,46677.97585467172,46802.02233257819,869.4370979870911
2023-01-02 18:00:00,46713.00826954312,46795.181278125085,46531.97724451451,46566.51065973239,442.892824378043
2023-01-02 18:15:00,46448.13987910676,46547.37695733781,46319.05235259861,46343.73545952495,840.7778045156027
2023-01-02 18:30:00,46383.65458505941,46424.04411386357,46275.837597860176,46348.05553332343,1287.3394309125274
2023-01-02 18:45:00,46224.1815030751,46297.54211769617,46102.961645423915,46253.39369675322,481.8877127295325
2023-01-02 19:00:00,46325.21372610404,46416.84264077811,46166.88994590373,46207.74817983512,754.0811058183576
2023-01-02 19:15:00,46314.21828819112,46335.03006974327,45968.03689941824,46162.008209092884,822.4037022506193
2023-01-02 19:30:00,46072.55217930334,46156.20954432749,45942.86174823396,46050.34854965031,447.5487839605763
2023-01-02 19:45:00,45803.30471759792,45816.752222524876,45529.521289603465,45590.80893142552,726.0560514693634
2023-01-02 20:00:00,45628.61134872562,45733.17308460524,45492.34332268333,45596.561480595024,861.9326176228631
2023-01-02 20:15:00,45371.56250365759,45412.66494584612,45150.029719887694,45202.292236221125,602.245548487542
2023-01-02 20:30:00,45116.158892127954,45175.707483705155,45008.193880686296,45010.608258920955,953.9228529110096
2023-01-02 20:45:00,44960.93155246853,45154.72881146126,44935.61736983256,45023.11454539431,601.6413346823266
2023-01-02 21:00:00,45138.24208618016,45161.70544976781,44973.85265454753,45061.27315804696,944.8604163819781
2023-01-02 21:15:00,45258.40297387946,45283.48036961711,44806.9083409052,44819.922355375136,847.3309301650194
2023-01-02 21:30:00,44899.756335293954,45035.29969554736,44824.35718338499,44926.8601154988,644.9354280021766
2023-01-02 21:45:00,44847.70098451833,44923.652348268304,44774.42228414798,44842.884721409086,373.1579526879705
2023-01-02 22:00:00,45002.22701475737,45138.95603565367,44954.387248525956,45086.69326333084,916.4218215551184
2023-01-02 22:15:00,45033.237086692614,45042.39349572593,44878.73802851111,44913.50584583754,1002.8050063561284
2023-01-02 22:30:00,44968.900206937666,45005.125451434404,44887.355333198284,44955.64589477879,658.1262665299802
2023-01-02 22:45:00,45237.796627254465,45372.389028366335,45221.09717465566,45316.18611594845,959.491610772796
2023-01-02 23:00:00,45481.75522623979,45501.07866848975,45091.566266845955,45152.854878502534,556.7574664072727
2023-01-02 23:15:00,45018.55859654089,45030.091260861256,44630.142509702346,44723.177041222734,990.0162603304136
2023-01-02 23:30:00,44727.88438537472,45076.649107265584,44649.20793578871,45001.41014616107,856.3302366327314
2023-01-02 23:45:00,44974.08071838787,45089.25359467135,44715.46885371828,44791.40053164137,767.9739002715316
2023-01-03 00:00:00,44825.300619797934,45013.318918283585,44696.108025375535,44734.14725349759,708.200105022032
2023-01-03 00:15:00,44889.878546232074,45001.19296518994,44828.58113747762,44883.96885211657,501.1614273690371
2023-01-03 00:30:00,44971.41833526467,45331.40631524712,44967.322029100724,45306.984462901826,384.86810088667505
2023-01-03 00:45:00,45342.98819086561,45406.869953624904,45145.43660643668,45169.5831725084,711.2095776316535
2023-01-03 01:00:00,45284.35941984656,45299.499864369,45097.91635260222,45182.27854086213,916.8858929114899
2023-01-03 01:15:00,45119.7926993686,45364.946098442895,45092.6950206528,45234.37389613299,738.4417345837826
2023-01-03 01:30:00,45377.433024139995,45381.61017893012,45247.79715073931,45275.85338413312,994.3869771420513
2023-01-03 01:45:00,45145.17408932192,45168.33414018835,45064.390544052076,45140.54695553345,927.3068103100102
2023-01-03 02:00:00,45245.316623464685,45273.39107743679,45072.80624812047,45242.38016260204,678.7348292766835
2023-01-03 02:15:00,45428.63913172278,45772.206926099876,45425.947160861426,45745.64115584353,1091.8428608896143
2023-01-03 02:30:00,45641.73598880394,45665.3311386303,45185.693573097444,45233.21274668504,1131.6247672071834
2023-01-03 02:45:00,45438.48707918256,45575.03276269537,45430.81483131668,45524.64335436904,873.1492882288442
2023-01-03 03:00:00,45565.156002127624,45783.92099407523,45390.90352433913,45749.066783425114,679.2952872970595
2023-01-03 03:15:00,45769.08948221634,45913.84870568611,45676.091700359,45888.37867692982,573.9613177631251
2023-01-03 03:30:00,45956.89129718276,46023.60121567962,45864.94661683196,45883.2937920061,1110.2989734557827
2023-01-03 03:45:00,45950.48552012801,46441.5609581589,45901.75011194432,46401.05802671841,1101.2227039107702
2023-01-03 04:00:00,46625.154714950004,46651.416839915655,46379.1797918805,46420.091176633985,906.9089875051195
2023-01-03 04:15:00,46404.89506029326,46583.97328926033,46305.575097782305,46569.65438928112,1293.3783659823584
2023-01-03 04:30:00,46335.530393384885,46580.88422238965,46321.49525425315,46530.72624575148,816.2259571478116
2023-01-03 04:45:00,46473.46352344811,46496.77835643832,46067.48723033964,46106.96418420308,1072.6941459357495
2023-01-03 05:00:00,46223.13122230895,46279.53099049303,46034.384203308924,46058.994732730804,991.9035811066217
2023-01-03 05:15:00,45882.34760344459,46098.492424757715,45794.368632583675,46070.229809803284,916.196951768449
2023-01-03 05:30:00,46036.6550216519,46051.18020953885,45750.84060492779,45799.861186636095,953.7008817410893
2023-01-03 05:45:00,45764.67907478513,45794.79996207068,45365.340296305316,45391.576265196076,784.6472692572233
2023-01-03 06:00:00,45362.39839698863,45757.75403903432,45353.904922005386,45713.84162565723,817.2086293080927
2023-01-03 06:15:00,45870.626163763765,45908.19597531575,45648.63971010782,45686.05332261107,992.7718063487993
2023-01-03 06:30:00,46041.03758484581,46083.405847761685,45984.20996116729,46055.74604227368,745.9999640673218
2023-01-03 06:45:00,46054.715532920236,46115.8694614082,46000.63468383359,46066.73241689981,690.5556158563222
2023-01-03 07:00:00,45989.75555101457,46015.33861126478,45891.14210322237,45914.38938502858,979.908633777225
2023-01-03 07:15:00,45841.83205486792,45943.124200781924,45615.899255157274,45762.98328122383,677.2036613292055
2023-01-03 07:30:00,45730.265875974124,45989.29033268294,45566.47117768887,45575.835528788346,1067.3332377028983
2023-01-03 07:45:00,45727.353330850085,45916.60296368464,45611.204980061404,45617.365817015656,586.321902669167
2023-01-03 08:00:00,45572.74916928616,45606.92282448755,45308.89859934076,45334.293552790026,524.3917024493682
2023-01-03 08:15:00,45230.77495733115,45336.39526854362,45065.493061685804,45321.583349718974,843.391119505212
2023-01-03 08:30:00,45451.06870773715,45829.32976588771,45446.26974191942,45727.78580288452,697.0373543895804
2023-01-03 08:45:00,45575.1850795109,45595.47538125316,45416.20137252916,45574.831868686946,1003.9321505423031
2023-01-03 09:00:00,45410.01580204349,45544.85137024826,45404.45664815938,45478.88237659842,932.4997200702983
2023-01-03 09:15:00,45430.0170264607,45634.529841899595,45391.090148484334,45592.14259684759,1107.635704829115
2023-01-03 09:30:00,45545.050541263445,45719.01833033866,45540.26599324487,45559.78590849181,860.1869569848749
2023-01-03 09:45:00,45646.249580944626,45845.98952406984,45630.924240655375,45689.57048083355,749.1116102499457
2023-01-03 10:00:00,45736.55759247517,45779.38176643169,45560.08436315325,45695.77381014913,755.9009017552099
2023-01-03 10:15:00,45672.7108602279,45773.13332396595,45578.084045840085,45749.16720599804,917.4124254160163
2023-01-03 10:30:00,45654.785252550944,45675.70052578414,45206.712321282524,45254.119696960566,914.3380104312198
2023-01-03 10:45:00,45338.65574357266,45436.26404799239,45145.076717572534,45406.79730091533,831.0080000510768
2023-01-03 11:00:00,45125.466400924604,45403.938896336054,45101.551046077126,45388.36429806021,663.19855189673
2023-01-03 11:15:00,45377.4647664132,45420.5274388019,45242.53562026633,45362.067023839714,626.2540643349724
2023-01-03 11:30:00,45359.21356350945,45594.09508614407,45358.39901324357,45529.48787680407,890.6037535597025
2023-01-03 11:45:00,45552.29383787694,45576.788748003564,45472.74575559787,45499.38267408344,1167.3724376354423
2023-01-03 12:00:00,45543.672014628886,45602.34331091437,45116.52309997359,45131.28467254608,596.4125468891077
2023-01-03 12:15:00,45234.17462702237,45353.93611302989,45225.23781512455,45236.90513867303,1391.1067263811908
2023-01-03 12:30:00,45241.6686661742,45427.72249038489,45196.47252990335,45220.03189482916,614.0557128074624
2023-01-03 12:45:00,45116.70800290413,45210.283953547856,45012.157758030036,45015.22149034713,818.0372207699875
2023-01-03 13:00:00,45072.60501608925,45122.20091834131,44813.08822029876,44985.337582515946,791.7912758013854
2023-01-03 13:15:00,45051.36672125607,45236.74057075813,44987.39292076645,45223.400539045484,1089.2540391284654
2023-01-03 13:30:00,45451.61696274086,45667.291057649905,45320.314797431405,45342.6948932415,939.5060459859519
2023-01-03 13:45:00,45170.903624000806,45227.14190243307,45086.82314760034,45094.274952752865,690.8852473257311
2023-01-03 14:00:00,45166.56004110292,45244.697009276126,45023.60306720419,45097.98684193229,1012.5311527932055
2023-01-03 14:15:00,44998.04299264271,45007.57634918966,44685.026122672534,44730.435349778585,1012.0570415666261
2023-01-03 14:30:00,44608.781996462276,44667.5245768402,44281.012324966614,44302.26842856131,801.4411750911584
2023-01-03 14:45:00,44444.519707085354,44800.02852626058,44302.20232328033,44672.37395293642,524.8751968263504
2023-01-03 15:00:00,44740.72061687156,44788.24628819251,44623.469817763515,44654.724862659,804.3193992144639
2023-01-03 15:15:00,44750.77403385296,44774.87454714989,44665.41823405928,44694.31727715891,821.0073620685533
2023-01-03 15:30:00,45039.815684851965,45193.67629051881,44912.60683663159,45186.59175914002,564.6238011692958
2023-01-03 15:45:00,45093.52865055753,45386.82114438394,45024.91010955128,45332.846396338966,591.7944855528611
2023-01-03 16:00:00,45249.84643468001,45605.99010508005,45206.81250945321,45597.02709804673,809.2071063150322
2023-01-03 16:15:00,45522.366510935026,45760.04045589207,45460.38488936591,45746.36683878901,517.526848806773
2023-01-03 16:30:00,45833.990797037746,45841.75399934015,45483.02531835862,45523.13771052872,995.0115277415069
2023-01-03 16:45:00,45491.61039261785,45597.305082548526,45434.38482848071,45570.692309936385,1100.1613823838584
2023-01-03 17:00:00,45597.26471746198,45617.91158682499,45312.36572189322,45470.95347509684,871.2727327632747
2023-01-03 17:15:00,45556.51877081967,45786.05254313232,45553.12727835014,45785.54994141671,1103.7610317943975
2023-01-03 17:30:00,45902.38397227684,46005.151179488006,45868.46674435107,45960.53375433837,997.4847420978143
